pregunta_normalizada,final_pregunta_isAcusatoria
estimados senores se evidencia que el requisito solicitado limita la libre participacion ya que solo una marca cumple con esas caracteristicas por favor corregir el pliego y permitir equivalentes tecnicos,1
buenos dias solicitamos aclarar por que se exige experiencia exactamente igual al objeto contractual cuando la normativa permite experiencia similar este requisito resulta discriminatorio y direccionado,1
senores de la entidad al pedir certificados notarizados en esta etapa estan imponiendo una carga innecesaria y contraria a los principios de concurrencia favor eliminar este requisito,1
favor justificar tecnicamente por que se exige una sucursal en la ciudad antes de la adjudicacion ya que esto excluye a proveedores nacionales y restringe la participacion,1
la especificacion de procesador memoria y arquitectura coincide con un solo fabricante por lo que solicitamos ampliar los parametros para evitar direccionamiento de marca,1
estimados el plazo de entrega solicitado es irreal y solo podria ser cumplido por un proveedor previamente preparado favor modificarlo para garantizar igualdad de condiciones,1
se solicita eliminar la exigencia de carta de fabricante exclusiva porque genera dependencia con una sola marca y vulnera la libre competencia entre oferentes,1
buenas tardes el pliego contiene requisitos que no guardan relacion directa con el objeto de contratacion y parecen orientados a favorecer a un proveedor especifico,1
solicitamos aclarar por que se pide experiencia con montos identicos al presupuesto referencial ya que esto restringe injustificadamente la participacion de pequenas empresas,1
la entidad debe explicar por que solicita una certificacion internacional que no es indispensable para el servicio ya que esto puede constituir una barrera de entrada,1
senores no se entiende la razon de exigir equipos con caracteristicas cerradas cuando existen alternativas equivalentes en el mercado favor aceptar soluciones similares o superiores,1
favor revisar los tdr porque varios parametros tecnicos coinciden literalmente con el catalogo de una marca determinada lo cual evidencia posible direccionamiento,1
estimados solicitamos dejar sin efecto el requisito de contar con oficina local antes de la firma del contrato porque afecta la concurrencia y la igualdad de trato,1
la condicion de presentar contratos ejecutados solo con instituciones publicas resulta excluyente ya que la experiencia privada tambien demuestra capacidad tecnica,1
se solicita aclarar por que se exige personal con certificaciones tan especificas si el alcance del proyecto no requiere ese nivel de especializacion,1
buenos dias el requerimiento de garantia emitida unicamente por representante autorizado limita la participacion de distribuidores legalmente constituidos favor corregir,1
la exigencia de una marca o modelo determinado aunque no se nombre directamente se infiere por las especificaciones cerradas favor permitir equivalencias tecnicas,1
favor indicar el sustento legal para exigir documentos apostillados en etapa de oferta ya que esto contradice el principio de simplificacion administrativa,1
estimados los parametros de evaluacion otorgan puntaje excesivo a condiciones que no mejoran el servicio y parecen beneficiar a oferentes previamente definidos,1
solicitamos revisar el plazo de preguntas porque es demasiado corto para analizar documentos extensos y esto reduce la posibilidad real de participacion,1
senores la tabla de cumplimiento tecnico exige medidas exactas sin rangos de tolerancia lo cual puede descalificar ofertas funcionalmente equivalentes,1
el requisito de experiencia en una tecnologia especifica excluye soluciones compatibles y modernas que cumplen el mismo fin favor ampliar el criterio de aceptacion,1
favor aclarar por que se exige tener bodega propia en la ciudad cuando se puede cumplir con logistica contratada esta condicion es restrictiva,1
la entidad esta solicitando certificados que solo emite un fabricante por lo que se solicita aceptar documentos equivalentes de otros productores o distribuidores,1
buenas tardes el presupuesto y los requisitos parecen elaborados para un proveedor ya conocido solicitamos transparentar el estudio de mercado utilizado,1
se observa que los requisitos financieros son desproporcionados frente al monto del contrato y podrian impedir la participacion de empresas medianas,1
favor eliminar la condicion de antiguedad minima excesiva de la empresa porque no garantiza calidad y restringe la libre concurrencia,1
estimados la exigencia de equipos instalados previamente en la misma entidad genera una ventaja indebida al proveedor actual favor modificar este criterio,1
solicitamos aceptar experiencia en proyectos similares y no solamente identicos porque la redaccion actual es discriminatoria y limita la competencia,1
el pliego solicita soporte tecnico local permanente sin justificar la necesidad operativa esto beneficia a empresas ubicadas en la ciudad y excluye a otras,1
senores indicar por que se requiere certificado de distribuidor exclusivo cuando la normativa no permite favorecer exclusividades comerciales,1
la evaluacion tecnica asigna puntaje a una caracteristica patentada por una marca por lo que solicitamos eliminarla o convertirla en requisito funcional,1
favor revisar la forma de pago ya que exige financiamiento prolongado al proveedor y puede favorecer solo a empresas con gran capacidad economica,1
buenos dias la entidad esta pidiendo muestras fisicas en un tiempo imposible de cumplir para proveedores fuera de la ciudad favor ampliar el plazo,1
la especificacion de dimensiones exactas sin tolerancia no tiene sustento tecnico y limita el ingreso de equipos equivalentes de otras marcas,1
estimados se solicita aclarar si se aceptaran certificados digitales simples ya que exigir copias certificadas es contrario a las resoluciones vigentes del sercop,1
el requerimiento de contar con personal contratado antes de adjudicar el proceso genera costos anticipados innecesarios y restringe la participacion,1
favor explicar por que se exige experiencia en la misma provincia si el servicio puede prestarse a nivel nacional sin afectar la calidad,1
se evidencia que el perfil del profesional solicitado coincide con una persona especifica por lo que pedimos reformular los requisitos de forma general,1
senores la metodologia de evaluacion no es objetiva y permite discrecionalidad en la calificacion lo cual puede afectar la transparencia del proceso,1
solicitamos publicar el analisis comparativo de mercado porque los requisitos tecnicos parecen tomados de una ficha comercial particular,1
buenas tardes el pliego exige autorizacion directa del fabricante cuando el producto puede ser adquirido legalmente por otros canales favor aceptar distribuidores,1
la entidad debe corregir la exigencia de garantia con condiciones que solo ofrece una marca ya que esto vulnera los principios de igualdad y competencia,1
favor eliminar la obligacion de presentar permisos municipales locales en la oferta y permitir compromiso de obtencion en caso de adjudicacion,1
estimados el requisito de equipos nuevos con fecha de fabricacion exacta es excesivo y no guarda relacion con el desempeno solicitado,1
la ponderacion economica es insuficiente y la tecnica favorece requisitos cerrados esto puede conducir a adjudicacion direccionada favor revisar,1
se solicita aclarar por que no se aceptan soluciones equivalentes cuando el principio de neutralidad tecnologica exige describir necesidades y no marcas,1
senores las especificaciones del sistema operativo y licencias estan redactadas para un proveedor especifico favor permitir alternativas compatibles,1
favor corregir el requisito de capital minimo porque es desproporcionado en relacion con el presupuesto y limita a oferentes solventes pero pequenos,1
el plazo para entrega de garantias y documentos posteriores es demasiado corto y parece favorecer a quien ya conocia el proceso con anticipacion,1
estimados no se justifica exigir tres contratos con el mismo objeto cuando un solo contrato de mayor alcance puede demostrar suficiente experiencia,1
se solicita eliminar la certificacion de marca obligatoria para tecnicos porque no es indispensable y reduce injustificadamente el universo de participantes,1
la descripcion del bien incluye colores disenos y accesorios propios de un fabricante especifico favor describir caracteristicas funcionales y no comerciales,1
buenos dias la entidad no puede exigir domicilio tributario local como condicion de participacion porque esto afecta a proveedores de otras provincias,1
favor aclarar por que el pliego descarta productos reacondicionados o equivalentes si el objetivo es funcional y no se ha justificado tal exclusion,1
la solicitud de visita tecnica obligatoria con unica fecha limita a oferentes que no fueron notificados oportunamente favor habilitar nuevas fechas,1
estimados el requerimiento de contar con flota propia es restrictivo ya que el transporte puede ser subcontratado sin afectar el cumplimiento del contrato,1
se observa que el cronograma deja muy poco tiempo entre respuestas y entrega de ofertas lo cual impide preparar una propuesta competitiva,1
senores la entidad debe aceptar balances y declaraciones actualizadas sin exigir formatos notarizados que no aportan valor y generan exclusion,1
favor indicar el motivo de exigir certificacion ambiental especifica si no existe impacto ambiental relevante en el objeto contractual,1
la experiencia requerida con una entidad particular no es razonable y puede favorecer al proveedor que ya trabajo con ustedes anteriormente,1
buenas tardes solicitamos que se elimine la frase marca de referencia sin equivalencias porque impide competir con productos de calidad similar,1
el requerimiento de soporte veinticuatro siete no tiene justificacion para el servicio solicitado y encarece artificialmente la oferta,1
estimados los indices financieros exigidos superan lo razonable para este tipo de contrato y podrian excluir injustamente a oferentes validos,1
se solicita revisar la necesidad de certificacion iso obligatoria ya que para este servicio podria aceptarse un plan de calidad equivalente,1
senores el pliego exige experiencia en los ultimos dos anos solamente lo cual excluye empresas con trayectoria comprobada en periodos anteriores,1
favor aclarar si se aceptaran cartas de compromiso de proveedores porque exigir inventario disponible antes de adjudicacion resulta restrictivo,1
la ficha tecnica solicita un puerto modulo o accesorio propietario de una sola marca por lo que pedimos eliminar esa condicion,1
estimados la forma de calificar capacitaciones parece subjetiva y puede beneficiar certificados emitidos por un proveedor especifico,1
se evidencia una contradiccion entre el objeto del contrato y los requisitos solicitados por lo que varias condiciones resultan innecesarias y excluyentes,1
buenos dias pedimos ampliar el rango de potencia capacidad o rendimiento porque los valores exactos indicados corresponden a un solo equipo comercial,1
favor no descalificar ofertas por presentar caracteristicas superiores que no cambian la funcionalidad requerida ya que eso seria injustificado,1
la entidad debe aclarar por que exige representante legal con experiencia tecnica cuando la capacidad debe demostrarse con el equipo profesional,1
senores el requisito de tener contratos liquidados y certificados por montos especificos es restrictivo favor aceptar actas de entrega o facturas equivalentes,1
solicitamos eliminar la condicion de exclusividad territorial porque no tiene relacion con la calidad del producto ni con el cumplimiento contractual,1
estimados el pliego no permite subsanacion de documentos formales lo cual puede provocar descalificaciones innecesarias y afectar la participacion,1
la exigencia de una garantia extendida mayor a la ofrecida normalmente por el mercado parece disenada para limitar oferentes favor justificar,1
favor publicar las razones tecnicas para exigir una arquitectura cerrada cuando soluciones abiertas cumplen con los mismos objetivos institucionales,1
buenas tardes la solicitud de equipos de una generacion exacta sin admitir equivalentes afecta la competencia y podria generar sobreprecio,1
se solicita aclarar por que se exige certificacion del fabricante y tambien distribucion autorizada ambas condiciones juntas son redundantes y excluyentes,1
senores el pliego pide experiencia del personal en sistemas muy especificos que no son parte principal del objeto contractual favor revisar,1
la condicion de presentar muestras con embalaje original antes de la adjudicacion implica costos innecesarios y favorece a quien ya tiene stock local,1
favor eliminar el requisito de infraestructura propia porque el servicio puede cumplirse con infraestructura arrendada o tercerizada sin afectar resultados,1
estimados existe falta de proporcionalidad entre la complejidad del contrato y los requisitos administrativos solicitados por la entidad,1
se observa que la entidad no acepta variaciones minimas en medidas o materiales aun cuando no afectan el desempeno favor incorporar tolerancias razonables,1
buenos dias el texto del pliego contiene nombres comerciales ocultos mediante descripciones tecnicas exactas solicitamos reformular en terminos funcionales,1
favor aclarar si el puntaje por certificaciones adicionales sera eliminado porque beneficia a empresas grandes sin relacion directa con el objeto,1
la obligacion de presentar licencia vigente antes de la adjudicacion no corresponde si la licencia solo sera necesaria durante la ejecucion del contrato,1
estimados el requisito de atencion presencial diaria no esta justificado y limita a proveedores que pueden brindar soporte remoto eficiente,1
se solicita corregir la matriz de evaluacion porque los criterios no son medibles y permiten interpretaciones discrecionales contra algunos oferentes,1
senores al exigir experiencia acumulada en un solo contrato se reduce indebidamente la competencia favor permitir suma de contratos similares,1
favor explicar por que se pide garantia bancaria y no se aceptan polizas de seguro autorizadas esta condicion puede ser discriminatoria,1
la entidad debe permitir equipos compatibles con normas internacionales equivalentes y no limitarse a una norma particular de un fabricante,1
buenas tardes la solicitud de certificacion emitida en el pais restringe injustificadamente a oferentes con certificaciones internacionales validas,1
se evidencia que varios requisitos fueron copiados de una propuesta comercial previa por lo que solicitamos revisar el pliego para evitar direccionamiento,1
estimados el criterio de mayor antiguedad de la empresa no garantiza mejor servicio y solo favorece a oferentes tradicionales favor eliminarlo,1
favor aclarar por que la experiencia debe ser certificada por entidades publicas si existen clientes privados con proyectos de igual o mayor complejidad,1
senores no se debe exigir personal en nomina antes de adjudicar porque basta con cartas de compromiso para garantizar disponibilidad del equipo,1
la entidad solicita un nivel de inventario minimo que no se relaciona con el plazo de entrega y puede excluir competidores sin stock inmediato,1
buenos dias solicitamos que se permita presentar alternativas tecnicas porque la redaccion actual cierra el proceso a una solucion unica,1
