contract_id,pregunta_id,pregunta,sum_pregunta_isAcusatoria,final_pregunta_isAcusatoria
9000000,9900000,"Señores de la comisión técnica, consideramos que las especificaciones técnicas resultan excesivas y favorecen a quienes ya conocen el proceso, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se elimine esta restricción del pliego.",1,1
9000001,9900001,"Solicitamos respetuosamente, se solicita revisar el plazo de entrega, pues resultan excesivas y favorecen a quienes ya conocen el proceso y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000002,9900002,"Señores de la comisión técnica, observamos que la metodología de evaluación no guardan relación proporcional con el objeto del contrato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos se aclare y se corrija este punto.",1,1
9000003,9900003,"Señores de la comisión técnica, requerimos una aclaración sobre la calificación del personal técnico, porque generan una ventaja indebida para ciertos participantes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000004,9900004,"Estimados señores, solicitamos explicar por qué el formulario de oferta se mantienen con esos parámetros, considerando que generan una ventaja indebida para ciertos participantes. Para evitar posibles restricciones a la competencia, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000005,9900005,"Solicitamos respetuosamente, luego de analizar la garantía solicitada, identificamos que evidencian un posible direccionamiento del proceso. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se elimine esta restricción del pliego.",1,1
9000006,9900006,"Por medio de la presente, consideramos que la ponderación de la oferta podrían excluir de forma arbitraria a empresas calificadas, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se elimine esta restricción del pliego.",1,1
9000007,9900007,"Solicitamos respetuosamente, se solicita revisar las medidas indicadas, pues limitan injustificadamente la participación de otros oferentes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000008,9900008,"Señores de la comisión técnica, observamos que las certificaciones exigidas no justifican técnicamente la exclusión de alternativas equivalentes. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000009,9900009,"Estimados miembros de la entidad, requerimos una aclaración sobre el presupuesto referencial, porque resultan excesivas y favorecen a quienes ya conocen el proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000010,9900010,"Señores de la comisión técnica, solicitamos explicar por qué el cronograma del proceso se mantienen con esos parámetros, considerando que limitan injustificadamente la participación de otros oferentes. Para evitar posibles restricciones a la competencia, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000011,9900011,"Con base en las condiciones establecidas, luego de analizar las certificaciones exigidas, identificamos que evidencian un posible direccionamiento del proceso. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos una justificación técnica clara y verificable.",1,1
9000012,9900012,"Estimados señores, consideramos que la visita técnica obligatoria parecen ajustarse a características de un solo fabricante, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se elimine esta restricción del pliego.",1,1
9000013,9900013,"Solicitamos respetuosamente, se solicita revisar la marca solicitada, pues no guardan relación proporcional con el objeto del contrato y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se elimine esta restricción del pliego.",1,1
9000014,9900014,"A la comisión encargada del proceso, observamos que la forma de evaluación podrían excluir de forma arbitraria a empresas calificadas. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000015,9900015,"Estimados miembros de la entidad, requerimos una aclaración sobre los requisitos de experiencia, porque evidencian un posible direccionamiento del proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000016,9900016,"Solicitamos respetuosamente, solicitamos explicar por qué la forma de evaluación se mantienen con esos parámetros, considerando que parecen diseñadas para restringir la libre concurrencia. Para evitar posibles restricciones a la competencia, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000017,9900017,"Luego de revisar los documentos del proceso, luego de analizar la visita técnica obligatoria, identificamos que podrían vulnerar el principio de igualdad de trato. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000018,9900018,"Solicitamos respetuosamente, consideramos que el presupuesto referencial parecen ajustarse a características de un solo fabricante, puesto que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000019,9900019,"Estimados miembros de la entidad, se solicita revisar los requisitos de experiencia, pues generan una ventaja indebida para ciertos participantes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000020,9900020,"Solicitamos respetuosamente, observamos que el requerimiento de equipos no guardan relación proporcional con el objeto del contrato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000021,9900021,"Estimados miembros de la entidad, requerimos una aclaración sobre el plazo de entrega, porque generan una ventaja indebida para ciertos participantes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000022,9900022,"Estimados miembros de la entidad, solicitamos explicar por qué la metodología de evaluación se mantienen con esos parámetros, considerando que no guardan relación proporcional con el objeto del contrato. Para evitar posibles restricciones a la competencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000023,9900023,"A la comisión encargada del proceso, luego de analizar la visita técnica obligatoria, identificamos que favorecen claramente a una marca determinada. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000024,9900024,"Señores de la comisión técnica, consideramos que el presupuesto referencial no justifican técnicamente la exclusión de alternativas equivalentes, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000025,9900025,"Por medio de la presente, se solicita revisar la ponderación de la oferta, pues evidencian un posible direccionamiento del proceso y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000026,9900026,"En relación con el pliego publicado, observamos que las condiciones del pliego parecen diseñadas para restringir la libre concurrencia. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000027,9900027,"Luego de revisar los documentos del proceso, requerimos una aclaración sobre las especificaciones técnicas, porque podrían vulnerar el principio de igualdad de trato. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000028,9900028,"Estimados miembros de la entidad, solicitamos explicar por qué las medidas indicadas se mantienen con esos parámetros, considerando que limitan injustificadamente la participación de otros oferentes. Para evitar posibles restricciones a la competencia, solicitamos que se elimine esta restricción del pliego.",1,1
9000029,9900029,"Por medio de la presente, luego de analizar la garantía solicitada, identificamos que parecen estar direccionadas a un proveedor específico. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se elimine esta restricción del pliego.",1,1
9000030,9900030,"Por medio de la presente, consideramos que la ficha técnica podrían beneficiar a empresas previamente determinadas, considerando que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000031,9900031,"Luego de revisar los documentos del proceso, se solicita revisar las condiciones del pliego, pues generan una ventaja indebida para ciertos participantes y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000032,9900032,"Por medio de la presente, observamos que el formulario de oferta parecen ajustarse a características de un solo fabricante. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000033,9900033,"Con base en las condiciones establecidas, requerimos una aclaración sobre las medidas indicadas, porque parecen diseñadas para restringir la libre concurrencia. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos se aclare y se corrija este punto.",1,1
9000034,9900034,"A la comisión encargada del proceso, solicitamos explicar por qué el objeto de contratación se mantienen con esos parámetros, considerando que generan una ventaja indebida para ciertos participantes. Para evitar posibles restricciones a la competencia, solicitamos se aclare y se corrija este punto.",1,1
9000035,9900035,"Con base en las condiciones establecidas, luego de analizar los requisitos de experiencia, identificamos que limitan injustificadamente la participación de otros oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000036,9900036,"Luego de revisar los documentos del proceso, consideramos que el plazo de entrega favorecen claramente a una marca determinada, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000037,9900037,"Por medio de la presente, se solicita revisar la documentación solicitada, pues crean condiciones desiguales para los oferentes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000038,9900038,"Solicitamos respetuosamente, observamos que el formulario de oferta parecen ajustarse a características de un solo fabricante. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos una justificación técnica clara y verificable.",1,1
9000039,9900039,"En relación con el pliego publicado, requerimos una aclaración sobre las certificaciones exigidas, porque parecen diseñadas para restringir la libre concurrencia. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000040,9900040,"Señores de la comisión técnica, solicitamos explicar por qué la visita técnica obligatoria se mantienen con esos parámetros, considerando que generan una ventaja indebida para ciertos participantes. Para evitar posibles restricciones a la competencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000041,9900041,"Estimados señores, luego de analizar la metodología de evaluación, identificamos que crean condiciones desiguales para los oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos una justificación técnica clara y verificable.",1,1
9000042,9900042,"Solicitamos respetuosamente, consideramos que las especificaciones técnicas limitan injustificadamente la participación de otros oferentes, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos se aclare y se corrija este punto.",1,1
9000043,9900043,"Señores de la comisión técnica, se solicita revisar el presupuesto referencial, pues no justifican técnicamente la exclusión de alternativas equivalentes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000044,9900044,"Luego de revisar los documentos del proceso, observamos que la visita técnica obligatoria no permiten una competencia transparente entre proveedores. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000045,9900045,"Luego de revisar los documentos del proceso, requerimos una aclaración sobre el plazo de entrega, porque resultan excesivas y favorecen a quienes ya conocen el proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000046,9900046,"Respecto al proceso de contratación, solicitamos explicar por qué la visita técnica obligatoria se mantienen con esos parámetros, considerando que parecen ajustarse a características de un solo fabricante. Para evitar posibles restricciones a la competencia, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000047,9900047,"Solicitamos respetuosamente, luego de analizar la marca solicitada, identificamos que limitan injustificadamente la participación de otros oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000048,9900048,"En relación con el pliego publicado, consideramos que la ponderación de la oferta parecen diseñadas para restringir la libre concurrencia, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos se aclare y se corrija este punto.",1,1
9000049,9900049,"Estimados señores, se solicita revisar el cronograma del proceso, pues resultan excesivas y favorecen a quienes ya conocen el proceso y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000050,9900050,"Solicitamos respetuosamente, observamos que la calificación del personal técnico generan una ventaja indebida para ciertos participantes. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000051,9900051,"Por medio de la presente, requerimos una aclaración sobre la ponderación de la oferta, porque favorecen claramente a una marca determinada. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000052,9900052,"Solicitamos respetuosamente, solicitamos explicar por qué los requisitos de experiencia se mantienen con esos parámetros, considerando que parecen diseñadas para restringir la libre concurrencia. Para evitar posibles restricciones a la competencia, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000053,9900053,"Estimados señores, luego de analizar el formulario de oferta, identificamos que no justifican técnicamente la exclusión de alternativas equivalentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos se aclare y se corrija este punto.",1,1
9000054,9900054,"Solicitamos respetuosamente, consideramos que la forma de evaluación no guardan relación proporcional con el objeto del contrato, puesto que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000055,9900055,"Solicitamos respetuosamente, se solicita revisar el cronograma del proceso, pues podrían beneficiar a empresas previamente determinadas y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos se aclare y se corrija este punto.",1,1
9000056,9900056,"En relación con el pliego publicado, observamos que las especificaciones técnicas no guardan relación proporcional con el objeto del contrato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se elimine esta restricción del pliego.",1,1
9000057,9900057,"Estimados miembros de la entidad, requerimos una aclaración sobre la ponderación de la oferta, porque resultan excesivas y favorecen a quienes ya conocen el proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000058,9900058,"Por medio de la presente, solicitamos explicar por qué la calificación del personal técnico se mantienen con esos parámetros, considerando que no permiten una competencia transparente entre proveedores. Para evitar posibles restricciones a la competencia, pedimos una justificación técnica clara y verificable.",1,1
9000059,9900059,"Con base en las condiciones establecidas, luego de analizar el formulario de oferta, identificamos que parecen estar direccionadas a un proveedor específico. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000060,9900060,"Estimados señores, consideramos que la metodología de evaluación parecen diseñadas para restringir la libre concurrencia, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000061,9900061,"Por medio de la presente, se solicita revisar el presupuesto referencial, pues crean condiciones desiguales para los oferentes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000062,9900062,"Señores de la comisión técnica, observamos que las condiciones del pliego limitan injustificadamente la participación de otros oferentes. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos una justificación técnica clara y verificable.",1,1
9000063,9900063,"Señores de la comisión técnica, requerimos una aclaración sobre la metodología de evaluación, porque generan una ventaja indebida para ciertos participantes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000064,9900064,"Estimados señores, solicitamos explicar por qué las condiciones del pliego se mantienen con esos parámetros, considerando que limitan injustificadamente la participación de otros oferentes. Para evitar posibles restricciones a la competencia, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000065,9900065,"Con base en las condiciones establecidas, luego de analizar la ficha técnica, identificamos que podrían excluir de forma arbitraria a empresas calificadas. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se elimine esta restricción del pliego.",1,1
9000066,9900066,"A la comisión encargada del proceso, consideramos que la visita técnica obligatoria no permiten una competencia transparente entre proveedores, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000067,9900067,"Estimados miembros de la entidad, se solicita revisar la garantía solicitada, pues podrían excluir de forma arbitraria a empresas calificadas y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000068,9900068,"Respecto al proceso de contratación, observamos que las condiciones del pliego evidencian un posible direccionamiento del proceso. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000069,9900069,"Luego de revisar los documentos del proceso, requerimos una aclaración sobre la calificación del personal técnico, porque crean condiciones desiguales para los oferentes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000070,9900070,"A la comisión encargada del proceso, solicitamos explicar por qué los requisitos de experiencia se mantienen con esos parámetros, considerando que podrían beneficiar a empresas previamente determinadas. Para evitar posibles restricciones a la competencia, pedimos una justificación técnica clara y verificable.",1,1
9000071,9900071,"Estimados miembros de la entidad, luego de analizar la forma de evaluación, identificamos que parecen diseñadas para restringir la libre concurrencia. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000072,9900072,"Con base en las condiciones establecidas, consideramos que la ficha técnica parecen estar direccionadas a un proveedor específico, considerando que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000073,9900073,"Señores de la comisión técnica, se solicita revisar el plazo de entrega, pues no permiten una competencia transparente entre proveedores y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000074,9900074,"Luego de revisar los documentos del proceso, observamos que el plazo de entrega no permiten una competencia transparente entre proveedores. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se elimine esta restricción del pliego.",1,1
9000075,9900075,"Solicitamos respetuosamente, requerimos una aclaración sobre las medidas indicadas, porque generan una ventaja indebida para ciertos participantes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000076,9900076,"Respecto al proceso de contratación, solicitamos explicar por qué la documentación solicitada se mantienen con esos parámetros, considerando que podrían beneficiar a empresas previamente determinadas. Para evitar posibles restricciones a la competencia, solicitamos se aclare y se corrija este punto.",1,1
9000077,9900077,"En relación con el pliego publicado, luego de analizar la documentación solicitada, identificamos que parecen estar direccionadas a un proveedor específico. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos se aclare y se corrija este punto.",1,1
9000078,9900078,"Por medio de la presente, consideramos que la documentación solicitada favorecen claramente a una marca determinada, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000079,9900079,"En relación con el pliego publicado, se solicita revisar el formulario de oferta, pues parecen estar direccionadas a un proveedor específico y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000080,9900080,"Por medio de la presente, observamos que el formulario de oferta parecen estar direccionadas a un proveedor específico. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000081,9900081,"Luego de revisar los documentos del proceso, requerimos una aclaración sobre el plazo de entrega, porque no guardan relación proporcional con el objeto del contrato. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000082,9900082,"Estimados miembros de la entidad, solicitamos explicar por qué las certificaciones exigidas se mantienen con esos parámetros, considerando que podrían beneficiar a empresas previamente determinadas. Para evitar posibles restricciones a la competencia, solicitamos se aclare y se corrija este punto.",1,1
9000083,9900083,"Solicitamos respetuosamente, luego de analizar la visita técnica obligatoria, identificamos que podrían vulnerar el principio de igualdad de trato. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000084,9900084,"Luego de revisar los documentos del proceso, consideramos que la ponderación de la oferta evidencian un posible direccionamiento del proceso, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000085,9900085,"Por medio de la presente, se solicita revisar la forma de evaluación, pues podrían beneficiar a empresas previamente determinadas y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000086,9900086,"Por medio de la presente, observamos que las medidas indicadas parecen ajustarse a características de un solo fabricante. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000087,9900087,"Estimados miembros de la entidad, requerimos una aclaración sobre la forma de evaluación, porque parecen ajustarse a características de un solo fabricante. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000088,9900088,"Estimados señores, solicitamos explicar por qué el requerimiento de equipos se mantienen con esos parámetros, considerando que generan una ventaja indebida para ciertos participantes. Para evitar posibles restricciones a la competencia, pedimos una justificación técnica clara y verificable.",1,1
9000089,9900089,"A la comisión encargada del proceso, luego de analizar el objeto de contratación, identificamos que no justifican técnicamente la exclusión de alternativas equivalentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos una justificación técnica clara y verificable.",1,1
9000090,9900090,"Estimados señores, consideramos que la calificación del personal técnico no guardan relación proporcional con el objeto del contrato, considerando que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000091,9900091,"Señores de la comisión técnica, se solicita revisar la documentación solicitada, pues podrían excluir de forma arbitraria a empresas calificadas y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000092,9900092,"Luego de revisar los documentos del proceso, observamos que las medidas indicadas parecen estar direccionadas a un proveedor específico. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000093,9900093,"Por medio de la presente, requerimos una aclaración sobre la metodología de evaluación, porque no permiten una competencia transparente entre proveedores. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos se aclare y se corrija este punto.",1,1
9000094,9900094,"Con base en las condiciones establecidas, solicitamos explicar por qué la ponderación de la oferta se mantienen con esos parámetros, considerando que podrían excluir de forma arbitraria a empresas calificadas. Para evitar posibles restricciones a la competencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000095,9900095,"Con base en las condiciones establecidas, luego de analizar la ficha técnica, identificamos que limitan injustificadamente la participación de otros oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000096,9900096,"Solicitamos respetuosamente, consideramos que la documentación solicitada parecen estar direccionadas a un proveedor específico, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000097,9900097,"Luego de revisar los documentos del proceso, se solicita revisar el formulario de oferta, pues podrían vulnerar el principio de igualdad de trato y podría afectar la transparencia del procedimiento; en consecuencia, pedimos una justificación técnica clara y verificable.",1,1
9000098,9900098,"En relación con el pliego publicado, observamos que los requisitos de experiencia podrían vulnerar el principio de igualdad de trato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se garantice la libre participación de todos los oferentes.",1,1
